mask_file,mask_time,graphcast_time,year,t_idx,time_difference_hours,positive_nodes,positive_fraction,activation_file
2021-11-30T22:00:00.000000000.nc,2021-11-30 22:00:00,2021-12-01 00:00:00,2021,2697,2.0,31,0.0007567989844245887,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-01T00.npy
2021-12-01T02:00:00.000000000.nc,2021-12-01 02:00:00,2021-12-01 00:00:00,2021,2697,2.0,78,0.0019042038962941263,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-01T00.npy
2021-12-02T06:00:00.000000000.nc,2021-12-02 06:00:00,2021-12-02 06:00:00,2021,2702,0.0,44,0.0010741663004736096,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-02T06.npy
2021-12-02T22:00:00.000000000.nc,2021-12-02 22:00:00,2021-12-03 00:00:00,2021,2705,2.0,42,0.0010253405595429912,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-03T00.npy
2021-12-05T01:00:00.000000000.nc,2021-12-05 01:00:00,2021-12-05 00:00:00,2021,2713,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-05T00.npy
2021-12-05T03:00:00.000000000.nc,2021-12-05 03:00:00,2021-12-05 00:00:00,2021,2713,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-05T00.npy
2021-12-07T05:00:00.000000000.nc,2021-12-07 05:00:00,2021-12-07 06:00:00,2021,2722,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-07T06.npy
2021-12-13T00:00:00.000000000.nc,2021-12-13 00:00:00,2021-12-13 00:00:00,2021,2745,0.0,28,0.0006835603730286607,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-13T00.npy
2021-12-17T00:00:00.000000000.nc,2021-12-17 00:00:00,2021-12-17 00:00:00,2021,2761,0.0,50,0.0012206435232654655,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-17T00.npy
2021-12-19T06:00:00.000000000.nc,2021-12-19 06:00:00,2021-12-19 06:00:00,2021,2770,0.0,33,0.0008056247253552072,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-19T06.npy
2021-12-20T16:00:00.000000000.nc,2021-12-20 16:00:00,2021-12-20 18:00:00,2021,2776,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-20T18.npy
2021-12-21T00:00:00.000000000.nc,2021-12-21 00:00:00,2021-12-21 00:00:00,2021,2777,0.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-21T00.npy
2021-12-23T22:00:00.000000000.nc,2021-12-23 22:00:00,2021-12-24 00:00:00,2021,2789,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-24T00.npy
2021-12-27T09:00:00.000000000.nc,2021-12-27 09:00:00,2021-12-27 06:00:00,2021,2802,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-27T06.npy
2021-12-27T12:00:00.000000000.nc,2021-12-27 12:00:00,2021-12-27 12:00:00,2021,2803,0.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-27T12.npy
2021-12-30T02:00:00.000000000.nc,2021-12-30 02:00:00,2021-12-30 00:00:00,2021,2813,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-30T00.npy
2021-12-30T13:00:00.000000000.nc,2021-12-30 13:00:00,2021-12-30 12:00:00,2021,2815,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-30T12.npy
2021-12-31T04:00:00.000000000.nc,2021-12-31 04:00:00,2021-12-31 06:00:00,2021,2818,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-12-31T06.npy
